c1,c2,stim,isPlural
green,grocer,greengrocer,0
green,grocery,greengrocery,0
bride,groom,bridegroom,0
play,ground,playground,0
camp,ground,campground,0
fore,ground,foreground,0
under,ground,underground,0
fair,ground,fairground,0
back,ground,background,0
battle,ground,battleground,0
back,grounder,backgrounder,0
under,growth,undergrowth,0
over,growth,overgrowth,0
coast,guard,coastguard,0
black,guard,blackguard,0
body,guard,bodyguard,0
fire,guard,fireguard,0
rear,guard,rearguard,0
safe,guard,safeguard,0
van,guard,vanguard,0
life,guard,lifeguard,0
mud,guard,mudguard,0
wave,guide,waveguide,0
sea,gull,seagull,0
flash,gun,flashgun,0
shot,gun,shotgun,0
blow,gun,blowgun,0
air,gun,airgun,0
hand,gun,handgun,0
pop,gun,popgun,0
rot,gut,rotgut,0
cat,gut,catgut,0
horse,hair,horsehair,0
maiden,hair,maidenhair,0
wire,hair,wirehair,0
guild,hall,guildhall,0
jack,hammer,jackhammer,0
sledge,hammer,sledgehammer,0
yellow,hammer,yellowhammer,0
long,hand,longhand,0
cow,hand,cowhand,0
short,hand,shorthand,0
stage,hand,stagehand,0
deck,hand,deckhand,0
farm,hand,farmhand,0
back,hand,backhand,0
pan,handle,panhandle,0
pan,handler,panhandler,0
over,hang,overhang,0
cliff,hanger,cliffhanger,0
paper,hanger,paperhanger,0
paper,hanging,paperhanging,0
blow,hard,blowhard,0
fool,hardiness,foolhardiness,0
sun,hat,sunhat,0
nut,hatch,nuthatch,0
cross,hatch,crosshatch,0
over,haul,overhaul,0
night,hawk,nighthawk,0
skin,head,skinhead,0
fat,head,fathead,0
bull,head,bullhead,0
block,head,blockhead,0
well,head,wellhead,0
sore,head,sorehead,0
big,head,bighead,0
dead,head,deadhead,0
maiden,head,maidenhead,0
bridge,head,bridgehead,0
logger,head,loggerhead,0
black,head,blackhead,0
beach,head,beachhead,0
figure,head,figurehead,0
air,head,airhead,0
mast,head,masthead,0
fore,head,forehead,0
hot,head,hothead,0
egg,head,egghead,0
hammer,head,hammerhead,0
over,head,overhead,0
swell,head,swellhead,0
copper,head,copperhead,0
letter,head,letterhead,0
pit,head,pithead,0
hogs,head,hogshead,0
arrow,head,arrowhead,0
bone,head,bonehead,0
fountain,head,fountainhead,0
war,head,warhead,0
knuckle,head,knucklehead,0
bulk,head,bulkhead,0
spear,head,spearhead,0
thunder,head,thunderhead,0
red,head,redhead,0
white,head,whitehead,0
pin,head,pinhead,0
pot,head,pothead,0
sleepy,head,sleepyhead,0
tow,head,towhead,0
double,header,doubleheader,0
skin,heads,skinheads,1
scrap,heap,scrapheap,0
slag,heap,slagheap,0
sweet,heart,sweetheart,0
over,heating,overheating,0
pea,hen,peahen,0
moor,hen,moorhen,0
pot,herb,potherb,0
goat,herd,goatherd,0
cow,herd,cowherd,0
swine,herd,swineherd,0
sheep,herder,sheepherder,0
cow,hide,cowhide,0
horse,hide,horsehide,0
raw,hide,rawhide,0
hitch,hiker,hitchhiker,0
dung,hill,dunghill,0
down,hill,downhill,0
foot,hill,foothill,0
ant,hill,anthill,0
mole,hill,molehill,0
bee,hive,beehive,0
holly,hock,hollyhock,0
ground,hog,groundhog,0
hedge,hog,hedgehog,0
wart,hog,warthog,0
toe,hold,toehold,0
hand,hold,handhold,0
foot,hold,foothold,0
strangle,hold,stranglehold,0
strong,hold,stronghold,0
lease,hold,leasehold,0
house,hold,household,0
free,hold,freehold,0
lease,holder,leaseholder,0
land,holder,landholder,0
house,holder,householder,0
pot,holder,potholder,0
card,holder,cardholder,0
free,holder,freeholder,0
bond,holder,bondholder,0
share,holder,shareholder,0
policy,holder,policyholder,0
job,holder,jobholder,0
stock,holder,stockholder,0
place,holder,placeholder,0
stake,holder,stakeholder,0
small,holder,smallholder,0
slave,holder,slaveholder,0
office,holder,officeholder,0
land,holding,landholding,0
small,holding,smallholding,0
share,holding,shareholding,0
worm,hole,wormhole,0
bung,hole,bunghole,0
fox,hole,foxhole,0
arm,hole,armhole,0
sink,hole,sinkhole,0
cubby,hole,cubbyhole,0
plug,hole,plughole,0
spy,hole,spyhole,0
button,hole,buttonhole,0
pigeon,hole,pigeonhole,0
knot,hole,knothole,0
loop,hole,loophole,0
man,hole,manhole,0
pin,hole,pinhole,0
pot,hole,pothole,0
peep,hole,peephole,0
blow,hole,blowhole,0
key,hole,keyhole,0
chuck,hole,chuckhole,0
port,hole,porthole,0
pigeon,holing,pigeonholing,0
monks,hood,monkshood,0
fish,hook,fishhook,0
bill,hook,billhook,0
tenter,hook,tenterhook,0
pot,hook,pothook,0
car,hop,carhop,0
bell,hop,bellhop,0
grass,hopper,grasshopper,0
clod,hopper,clodhopper,0
prong,horn,pronghorn,0
fog,horn,foghorn,0
big,horn,bighorn,0
long,horn,longhorn,0
green,horn,greenhorn,0
bull,horn,bullhorn,0
short,horn,shorthorn,0
shoe,horn,shoehorn,0
sea,horse,seahorse,0
clothes,horse,clotheshorse,0
hobby,horse,hobbyhorse,0
cart,horse,carthorse,0
pack,horse,packhorse,0
work,horse,workhorse,0
war,horse,warhorse,0
race,horse,racehorse,0
saw,horse,sawhorse,0
panty,hose,pantyhose,0
wolf,hound,wolfhound,0
blood,hound,bloodhound,0
fox,hound,foxhound,0
grey,hound,greyhound,0
bake,house,bakehouse,0
porter,house,porterhouse,0
summer,house,summerhouse,0
club,house,clubhouse,0
custom,house,customhouse,0
ware,house,warehouse,0
bird,house,birdhouse,0
green,house,greenhouse,0
glass,house,glasshouse,0
block,house,blockhouse,0
cook,house,cookhouse,0
flop,house,flophouse,0
nut,house,nuthouse,0
steak,house,steakhouse,0
play,house,playhouse,0
boat,house,boathouse,0
fire,house,firehouse,0
bath,house,bathhouse,0
slaughter,house,slaughterhouse,0
jail,house,jailhouse,0
mad,house,madhouse,0
poor,house,poorhouse,0
light,house,lighthouse,0
chop,house,chophouse,0
coffee,house,coffeehouse,0
meeting,house,meetinghouse,0
guard,house,guardhouse,0
gate,house,gatehouse,0
road,house,roadhouse,0
store,house,storehouse,0
pilot,house,pilothouse,0
ale,house,alehouse,0
guest,house,guesthouse,0
doll,house,dollhouse,0
court,house,courthouse,0
packing,house,packinghouse,0
farm,house,farmhouse,0
work,house,workhouse,0
wheel,house,wheelhouse,0
power,house,powerhouse,0
doss,house,dosshouse,0
round,house,roundhouse,0
dog,house,doghouse,0
boarding,house,boardinghouse,0
hot,house,hothouse,0
school,house,schoolhouse,0
smoke,house,smokehouse,0
ware,housing,warehousing,0
man,hunt,manhunt,0
fox,hunt,foxhunt,0
head,hunter,headhunter,0
house,husband,househusband,0
after,image,afterimage,0
over,indulgence,overindulgence,0
flat,iron,flatiron,0
grid,iron,gridiron,0
apple,jack,applejack,0
cracker,jack,crackerjack,0
steeple,jack,steeplejack,0
flap,jack,flapjack,0
lumber,jack,lumberjack,0
black,jack,blackjack,0
blue,jacket,bluejacket,0
strait,jacket,straitjacket,0
car,jacking,carjacking,0
log,jam,logjam,0
door,jamb,doorjamb,0
wind,jammer,windjammer,0
lock,jaw,lockjaw,0
tear,jerker,tearjerker,0
ram,jet,ramjet,0
kill,joy,killjoy,0
show,jumping,showjumping,0
bar,keep,barkeep,0
bee,keeper,beekeeper,0
time,keeper,timekeeper,0
grounds,keeper,groundskeeper,0
book,keeper,bookkeeper,0
game,keeper,gamekeeper,0
store,keeper,storekeeper,0
inn,keeper,innkeeper,0
gate,keeper,gatekeeper,0
peace,keeper,peacekeeper,0
door,keeper,doorkeeper,0
house,keeper,housekeeper,0
shop,keeper,shopkeeper,0
bar,keeper,barkeeper,0
score,keeper,scorekeeper,0
goal,keeper,goalkeeper,0
house,keeping,housekeeping,0
safe,keeping,safekeeping,0
book,keeping,bookkeeping,0
bee,keeping,beekeeping,0
time,keeping,timekeeping,0
peace,keeping,peacekeeping,0
hand,kerchief,handkerchief,0
tea,kettle,teakettle,0
turn,key,turnkey,0
latch,key,latchkey,0
pass,key,passkey,0
drop,kick,dropkick,0
side,kick,sidekick,0
place,kicker,placekicker,0
road,kill,roadkill,0
over,kill,overkill,0
pain,killer,painkiller,0
weed,killer,weedkiller,0
lime,kiln,limekiln,0
man,kind,mankind,0
human,kind,humankind,0
woman,kind,womankind,0
pocket,knife,pocketknife,0
jack,knife,jackknife,0
pen,knife,penknife,0
door,knob,doorknob,0
door,knocker,doorknocker,0
slip,knot,slipknot,0
top,knot,topknot,0
shoe,lace,shoelace,0
boot,lace,bootlace,0
neck,lace,necklace,0
step,ladder,stepladder,0
land,lady,landlady,0
sales,lady,saleslady,0
head,lamp,headlamp,0
sun,lamp,sunlamp,0
blow,lamp,blowlamp,0
free,lance,freelance,0
free,lancer,freelancer,0
mid,land,midland,0
hinter,land,hinterland,0
waste,land,wasteland,0
swamp,land,swampland,0
heart,land,heartland,0
park,land,parkland,0
pasture,land,pastureland,0
moor,land,moorland,0
heath,land,heathland,0
dream,land,dreamland,0
high,land,highland,0
fairy,land,fairyland,0
marsh,land,marshland,0
timber,land,timberland,0
wood,land,woodland,0
table,land,tableland,0
wet,land,wetland,0
wonder,land,wonderland,0
fen,land,fenland,0
head,land,headland,0
home,land,homeland,0
grass,land,grassland,0
main,land,mainland,0
mother,land,motherland,0
farm,land,farmland,0
tide,land,tideland,0
father,land,fatherland,0
low,land,lowland,0
border,land,borderland,0
gang,land,gangland,0
bad,lands,badlands,1
over,lap,overlap,0
over,lapping,overlapping,0
sky,lark,skylark,0
meadow,lark,meadowlark,0
whip,lash,whiplash,0
back,lash,backlash,0
eye,lash,eyelash,0
ever,lasting,everlasting,0
horse,laugh,horselaugh,0
scoff,law,scofflaw,0
under,lay,underlay,0
over,lay,overlay,0
brick,layer,bricklayer,0
brick,laying,bricklaying,0
ring,leader,ringleader,0
band,leader,bandleader,0
cheer,leader,cheerleader,0
fly,leaf,flyleaf,0
clover,leaf,cloverleaf,0
black,leg,blackleg,0
dog,leg,dogleg,0
boot,leg,bootleg,0
bow,leg,bowleg,0
boot,legging,bootlegging,0
money,lender,moneylender,0
wave,length,wavelength,0
news,letter,newsletter,0
blood,letting,bloodletting,0
cow,lick,cowlick,0
eye,lid,eyelid,0
night,life,nightlife,0
wild,life,wildlife,0
after,life,afterlife,0
low,life,lowlife,0
chair,lift,chairlift,0
fork,lift,forklift,0
air,lift,airlift,0
shop,lifter,shoplifter,0
weight,lifter,weightlifter,0
shop,lifting,shoplifting,0
weight,lifting,weightlifting,0
torch,light,torchlight,0
high,light,highlight,0
candle,light,candlelight,0
star,light,starlight,0
gas,light,gaslight,0
flash,light,flashlight,0
stop,light,stoplight,0
head,light,headlight,0
lime,light,limelight,0
day,light,daylight,0
sky,light,skylight,0
sun,light,sunlight,0
lamp,light,lamplight,0
fan,light,fanlight,0
fire,light,firelight,0
street,light,streetlight,0
tail,light,taillight,0
moon,light,moonlight,0
search,light,searchlight,0
spot,light,spotlight,0
side,light,sidelight,0
flood,light,floodlight,0
pen,light,penlight,0
lamp,lighter,lamplighter,0
fire,lighter,firelighter,0
moon,lighter,moonlighter,0
high,lighter,highlighter,0
high,lighting,highlighting,0
foot,lights,footlights,1
house,lights,houselights,1
quick,lime,quicklime,0
bird,lime,birdlime,0
hem,line,hemline,0
air,line,airline,0
clothes,line,clothesline,0
dead,line,deadline,0
side,line,sideline,0
bread,line,breadline,0
shore,line,shoreline,0
under,line,underline,0
base,line,baseline,0
guide,line,guideline,0
pipe,line,pipeline,0
neck,line,neckline,0
bow,line,bowline,0
date,line,dateline,0
border,line,borderline,0
waist,line,waistline,0
tape,line,tapeline,0
head,line,headline,0
coast,line,coastline,0
life,line,lifeline,0
timber,line,timberline,0
story,line,storyline,0
sky,line,skyline,0
bee,line,beeline,0
water,line,waterline,0
blood,line,bloodline,0
touch,line,touchline,0
tow,line,towline,0
hair,line,hairline,0
jet,liner,jetliner,0
hard,liner,hardliner,0
head,liner,headliner,0
air,liner,airliner,0
eye,liner,eyeliner,0
under,ling,underling,0
hare,lip,harelip,0
under,lip,underlip,0
black,list,blacklist,0
check,list,checklist,0
short,list,shortlist,0
car,load,carload,0
boat,load,boatload,0
pay,load,payload,0
bus,load,busload,0
work,load,workload,0
over,load,overload,0
train,load,trainload,0
cart,load,cartload,0
ship,load,shipload,0
free,loader,freeloader,0
meat,loaf,meatloaf,0
ear,lobe,earlobe,0
echo,location,echolocation,0
dead,lock,deadlock,0
grid,lock,gridlock,0
match,lock,matchlock,0
pad,lock,padlock,0
row,lock,rowlock,0
wed,lock,wedlock,0
air,lock,airlock,0
oar,lock,oarlock,0
flint,lock,flintlock,0
hammer,lock,hammerlock,0
head,lock,headlock,0
foot,locker,footlocker,0
hay,loft,hayloft,0
back,log,backlog,0
sir,loin,sirloin,0
tender,loin,tenderloin,0
live,long,livelong,0
over,look,overlook,0
broad,loom,broadloom,0
heir,loom,heirloom,0
land,lord,landlord,0
war,lord,warlord,0
over,lord,overlord,0
folk,lore,folklore,0
feed,lot,feedlot,0
sand,lot,sandlot,0
wood,louse,woodlouse,0
lady,love,ladylove,0
true,love,truelove,0
land,lubber,landlubber,0
pot,luck,potluck,0
aqua,lung,aqualung,0
wander,lust,wanderlust,0
tar,macadam,tarmacadam,0
brides,maid,bridesmaid,0
milk,maid,milkmaid,0
hand,maid,handmaid,0
chamber,maid,chambermaid,0
bar,maid,barmaid,0
nurse,maid,nursemaid,0
dairy,maid,dairymaid,0
parlor,maid,parlormaid,0
house,maid,housemaid,0
hand,maiden,handmaiden,0
black,mail,blackmail,0
air,mail,airmail,0
green,mail,greenmail,0
black,mailer,blackmailer,0
cabinet,maker,cabinetmaker,0
wine,maker,winemaker,0
book,maker,bookmaker,0
king,maker,kingmaker,0
law,maker,lawmaker,0
steel,maker,steelmaker,0
dress,maker,dressmaker,0
holiday,maker,holidaymaker,0
match,maker,matchmaker,0
merry,maker,merrymaker,0
peace,maker,peacemaker,0
noise,maker,noisemaker,0
pace,maker,pacemaker,0
home,maker,homemaker,0
watch,maker,watchmaker,0
rain,maker,rainmaker,0
clock,maker,clockmaker,0
money,maker,moneymaker,0
film,maker,filmmaker,0
auto,maker,automaker,0
trouble,maker,troublemaker,0
tool,maker,toolmaker,0
shoe,maker,shoemaker,0
cabinet,making,cabinetmaking,0
love,making,lovemaking,0
rain,making,rainmaking,0
law,making,lawmaking,0
hay,making,haymaking,0
dress,making,dressmaking,0
merry,making,merrymaking,0
home,making,homemaking,0
money,making,moneymaking,0
print,making,printmaking,0
match,making,matchmaking,0
marsh,mallow,marshmallow,0
wood,man,woodman,0
horse,man,horseman,0
towns,man,townsman,0
grounds,man,groundsman,0
aircraft,man,aircraftman,0
bats,man,batsman,0
grooms,man,groomsman,0
sales,man,salesman,0
cow,man,cowman,0
brake,man,brakeman,0
muscle,man,muscleman,0
cattle,man,cattleman,0
line,man,lineman,0
news,man,newsman,0
select,man,selectman,0
dales,man,dalesman,0
crafts,man,craftsman,0
bogey,man,bogeyman,0
police,man,policeman,0
law,man,lawman,0
guards,man,guardsman,0
bands,man,bandsman,0
strong,man,strongman,0
coach,man,coachman,0
signal,man,signalman,0
country,man,countryman,0
lines,man,linesman,0
house,man,houseman,0
backwoods,man,backwoodsman,0
militia,man,militiaman,0
ice,man,iceman,0
church,man,churchman,0
service,man,serviceman,0
bush,man,bushman,0
cavalry,man,cavalryman,0
snow,man,snowman,0
milk,man,milkman,0
handy,man,handyman,0
midship,man,midshipman,0
clans,man,clansman,0
bonds,man,bondsman,0
bond,man,bondman,0
gentle,man,gentleman,0
ferry,man,ferryman,0
rifle,man,rifleman,0
heads,man,headsman,0
door,man,doorman,0
plow,man,plowman,0
yachts,man,yachtsman,0
work,man,workman,0
chair,man,chairman,0
sports,man,sportsman,0
freed,man,freedman,0
infantry,man,infantryman,0
herds,man,herdsman,0
dust,man,dustman,0
marks,man,marksman,0
committee,man,committeeman,0
lands,man,landsman,0
spokes,man,spokesman,0
warehouse,man,warehouseman,0
bat,man,batman,0
jury,man,juryman,0
watch,man,watchman,0
newspaper,man,newspaperman,0
free,man,freeman,0
drafts,man,draftsman,0
cave,man,caveman,0
train,man,trainman,0
patrol,man,patrolman,0
fire,man,fireman,0
fisher,man,fisherman,0
water,man,waterman,0
clergy,man,clergyman,0
council,man,councilman,0
alder,man,alderman,0
hang,man,hangman,0
laundry,man,laundryman,0
mail,man,mailman,0
states,man,statesman,0
link,man,linkman,0
husband,man,husbandman,0
assembly,man,assemblyman,0
tax,man,taxman,0
fresh,man,freshman,0
bow,man,bowman,0
hunts,man,huntsman,0
head,man,headman,0
chess,man,chessman,0
repair,man,repairman,0
noble,man,nobleman,0
dairy,man,dairyman,0
sand,man,sandman,0
lumber,man,lumberman,0
garbage,man,garbageman,0
mad,man,madman,0
anchor,man,anchorman,0
air,man,airman,0
space,man,spaceman,0
crew,man,crewman,0
middle,man,middleman,0
swords,man,swordsman,0
gun,man,gunman,0
pen,man,penman,0
business,man,businessman,0
pitch,man,pitchman,0
plains,man,plainsman,0
barge,man,bargeman,0
oars,man,oarsman,0
woods,man,woodsman,0
post,man,postman,0
oil,man,oilman,0
frog,man,frogman,0
bell,man,bellman,0
press,man,pressman,0
camera,man,cameraman,0
livery,man,liveryman,0
fields,man,fieldsman,0
trencher,man,trencherman,0
kins,man,kinsman,0
stable,man,stableman,0
helms,man,helmsman,0
delivery,man,deliveryman,0
congress,man,congressman,0
boat,man,boatman,0
merchant,man,merchantman,0
foot,man,footman,0
highway,man,highwayman,0
artillery,man,artilleryman,0
bar,man,barman,0
frontiers,man,frontiersman,0
vestry,man,vestryman,0
gas,man,gasman,0
lay,man,layman,0
show,man,showman,0
steers,man,steersman,0
motor,man,motorman,0
yard,man,yardman,0
working,man,workingman,0
nursery,man,nurseryman,0
trades,man,tradesman,0
weather,man,weatherman,0
longshore,man,longshoreman,0
journey,man,journeyman,0
sea,man,seaman,0
railway,man,railwayman,0
bit,map,bitmap,0
brood,mare,broodmare,0
night,mare,nightmare,0
bench,mark,benchmark,0
trade,mark,trademark,0
pock,mark,pockmark,0
birth,mark,birthmark,0
post,mark,postmark,0
book,mark,bookmark,0
tide,mark,tidemark,0
finger,mark,fingermark,0
water,mark,watermark,0
land,mark,landmark,0
ear,mark,earmark,0
hall,mark,hallmark,0
stone,mason,stonemason,0
free,masonry,freemasonry,0
land,mass,landmass,0
top,mast,topmast,0
main,mast,mainmast,0
mizzen,mast,mizzenmast,0
fore,mast,foremast,0
pay,master,paymaster,0
choir,master,choirmaster,0
station,master,stationmaster,0
task,master,taskmaster,0
quarter,master,quartermaster,0
spy,master,spymaster,0
toast,master,toastmaster,0
school,master,schoolmaster,0
scout,master,scoutmaster,0
house,master,housemaster,0
grand,master,grandmaster,0
web,master,webmaster,0
post,master,postmaster,0
band,master,bandmaster,0
head,master,headmaster,0
ring,master,ringmaster,0
yard,master,yardmaster,0
head,mastership,headmastership,0
door,mat,doormat,0
room,mate,roommate,0
school,mate,schoolmate,0
check,mate,checkmate,0
house,mate,housemate,0
mess,mate,messmate,0
class,mate,classmate,0
ship,mate,shipmate,0
stable,mate,stablemate,0
stale,mate,stalemate,0
work,mate,workmate,0
team,mate,teammate,0
flat,mate,flatmate,0
play,mate,playmate,0
help,mate,helpmate,0
after,math,aftermath,0
corn,meal,cornmeal,0
oat,meal,oatmeal,0
sweet,meat,sweetmeat,0
mince,meat,mincemeat,0
para,medic,paramedic,0
musk,melon,muskmelon,0
water,melon,watermelon,0
business,men,businessmen,1
line,men,linemen,1
gun,metal,gunmetal,0
taxi,meter,taximeter,0
audio,meter,audiometer,0
volt,meter,voltmeter,0
ohm,meter,ohmmeter,0
butter,milk,buttermilk,0
grist,mill,gristmill,0
wind,mill,windmill,0
saw,mill,sawmill,0
tread,mill,treadmill,0
master,mind,mastermind,0
gold,mine,goldmine,0
pepper,mint,peppermint,0
spear,mint,spearmint,0
head,mistress,headmistress,0
task,mistress,taskmistress,0
post,mistress,postmistress,0
school,mistress,schoolmistress,0
book,mobile,bookmobile,0
snow,mobile,snowmobile,0
blood,mobile,bloodmobile,0
super,mom,supermom,0
scare,monger,scaremonger,0
iron,monger,ironmonger,0
war,monger,warmonger,0
rumor,monger,rumormonger,0
scandal,monger,scandalmonger,0
fish,monger,fishmonger,0
hate,monger,hatemonger,0
war,mongering,warmongering,0
twelve,month,twelvemonth,0
honey,moon,honeymoon,0
roll,mops,rollmops,1
grand,mother,grandmother,0
step,mother,stepmother,0
house,mother,housemother,0
god,mother,godmother,0
motor,mouth,motormouth,0
loud,mouth,loudmouth,0
cotton,mouth,cottonmouth,0
goal,mouth,goalmouth,0
blabber,mouth,blabbermouth,0
hay,mow,haymow,0
over,much,overmuch,0
hob,nail,hobnail,0
hang,nail,hangnail,0
thumb,nail,thumbnail,0
finger,nail,fingernail,0
door,nail,doornail,0
toe,nail,toenail,0
fore,name,forename,0
nick,name,nickname,0
cat,nap,catnap,0
kid,napper,kidnapper,0
kid,napping,kidnapping,0
leather,neck,leatherneck,0
bottle,neck,bottleneck,0
rough,neck,roughneck,0
rubber,neck,rubberneck,0
red,neck,redneck,0
turtle,neck,turtleneck,0
crook,neck,crookneck,0
rubber,necker,rubbernecker,0
grand,nephew,grandnephew,0
drag,net,dragnet,0
fish,net,fishnet,0
hair,net,hairnet,0
grand,niece,grandniece,0
week,night,weeknight,0
mid,night,midnight,0
cat,nip,catnip,0
egg,nog,eggnog,0
after,noon,afternoon,0
blue,nose,bluenose,0
what,not,whatnot,0
key,note,keynote,0
foot,note,footnote,0
bank,note,banknote,0
dread,nought,dreadnought,0
beech,nut,beechnut,0
chest,nut,chestnut,0
butter,nut,butternut,0
coco,nut,coconut,0
cob,nut,cobnut,0
hazel,nut,hazelnut,0
pea,nut,peanut,0
ground,nut,groundnut,0
pea,nuts,peanuts,1
cut,off,cutoff,0
play,off,playoff,0
run,off,runoff,0
take,off,takeoff,0
lay,off,layoff,0
kick,off,kickoff,0
blast,off,blastoff,0
pay,off,payoff,0
turn,off,turnoff,0
lift,off,liftoff,0
stand,off,standoff,0
knock,off,knockoff,0
fall,off,falloff,0
some,one,someone,0
battled,ore,battledore,0
check,out,checkout,0
buy,out,buyout,0
cut,out,cutout,0
put,out,putout,0
wash,out,washout,0
take,out,takeout,0
hold,out,holdout,0
blow,out,blowout,0
fade,out,fadeout,0
lay,out,layout,0
break,out,breakout,0
walk,out,walkout,0
work,out,workout,0
turn,out,turnout,0
knock,out,knockout,0
close,out,closeout,0
black,out,blackout,0
strike,out,strikeout,0
fall,out,fallout,0
drop,out,dropout,0
print,out,printout,0
look,out,lookout,0
shoot,out,shootout,0
hide,out,hideout,0
cook,out,cookout,0
shake,out,shakeout,0
shut,out,shutout,0
stake,out,stakeout,0
white,out,whiteout,0
hand,out,handout,0
hang,out,hangout,0
sell,out,sellout,0
fold,out,foldout,0
dug,out,dugout,0
lock,out,lockout,0
try,out,tryout,0
change,over,changeover,0
lay,over,layover,0
make,over,makeover,0
walk,over,walkover,0
cross,over,crossover,0
push,over,pushover,0
stop,over,stopover,0
pull,over,pullover,0
left,over,leftover,0
fly,over,flyover,0
pop,over,popover,0
roll,over,rollover,0
sleep,over,sleepover,0
spill,over,spillover,0
hand,over,handover,0
hang,over,hangover,0
turn,over,turnover,0
hold,over,holdover,0
take,over,takeover,0
land,owner,landowner,0
home,owner,homeowner,0
ship,owner,shipowner,0
back,pack,backpack,0
back,packer,backpacker,0
meat,packing,meatpacking,0
back,packing,backpacking,0
key,pad,keypad,0
launch,pad,launchpad,0
note,pad,notepad,0
scratch,pad,scratchpad,0
home,page,homepage,0
grease,paint,greasepaint,0
bed,pan,bedpan,0
dust,pan,dustpan,0
dish,pan,dishpan,0
sauce,pan,saucepan,0
skid,pan,skidpan,0
window,pane,windowpane,0
sweat,pants,sweatpants,1
under,pants,underpants,1
note,paper,notepaper,0
wall,paper,wallpaper,0
news,paper,newspaper,0
sand,paper,sandpaper,0
fly,paper,flypaper,0
grand,parent,grandparent,0
god,parent,godparent,0
ball,park,ballpark,0
under,part,underpart,0
over,pass,overpass,0
under,pass,underpass,0
fly,past,flypast,0
tooth,paste,toothpaste,0
cross,patch,crosspatch,0
war,path,warpath,0
foot,path,footpath,0
tow,path,towpath,0
south,paw,southpaw,0
tax,payer,taxpayer,0
rate,payer,ratepayer,0
over,payment,overpayment,0
under,payment,underpayment,0
chick,pea,chickpea,0
bull,pen,bullpen,0
pig,pen,pigpen,0
play,pen,playpen,0
eight,pence,eightpence,0
four,pence,fourpence,0
two,pence,twopence,0
nine,pence,ninepence,0
six,pence,sixpence,0
three,pence,threepence,0
half,penny,halfpenny,0
business,people,businesspeople,1
trades,people,tradespeople,1
towns,people,townspeople,1
anchor,person,anchorperson,0
chair,person,chairperson,0
lay,person,layperson,0
spokes,person,spokesperson,0
business,person,businessperson,0
sales,person,salesperson,0
salt,peter,saltpeter,0
cell,phone,cellphone,0
head,phone,headphone,0
ear,phone,earphone,0
speaker,phone,speakerphone,0
catch,phrase,catchphrase,0
ice,pick,icepick,0
tooth,pick,toothpick,0
nit,picker,nitpicker,0
pot,pie,potpie,0
altar,piece,altarpiece,0
show,piece,showpiece,0
mantel,piece,mantelpiece,0
eye,piece,eyepiece,0
cod,piece,codpiece,0
time,piece,timepiece,0
mouth,piece,mouthpiece,0
hair,piece,hairpiece,0
tail,piece,tailpiece,0
center,piece,centerpiece,0
head,piece,headpiece,0
master,piece,masterpiece,0
work,piece,workpiece,0
ear,piece,earpiece,0
turn,pike,turnpike,0
wood,pile,woodpile,0
stock,pile,stockpile,0
stock,piling,stockpiling,0
ten,pin,tenpin,0
stick,pin,stickpin,0
nine,pin,ninepin,0
hat,pin,hatpin,0
hair,pin,hairpin,0
push,pin,pushpin,0
king,pin,kingpin,0
tie,pin,tiepin,0
head,pin,headpin,0
clothes,pin,clothespin,0
ten,pins,tenpins,1
duck,pins,duckpins,1
nine,pins,ninepins,1
blow,pipe,blowpipe,0
bag,pipe,bagpipe,0
hose,pipe,hosepipe,0
tail,pipe,tailpipe,0
drain,pipe,drainpipe,0
wind,pipe,windpipe,0
stand,pipe,standpipe,0
stove,pipe,stovepipe,0
horn,pipe,hornpipe,0
bag,piper,bagpiper,0
sand,piper,sandpiper,0
flea,pit,fleapit,0
arm,pit,armpit,0
sand,pit,sandpit,0
birth,place,birthplace,0
market,place,marketplace,0
common,place,commonplace,0
show,place,showplace,0
fire,place,fireplace,0
work,place,workplace,0
flood,plain,floodplain,0
war,plane,warplane,0
tail,plane,tailplane,0
air,plane,airplane,0
sail,plane,sailplane,0
sea,plane,seaplane,0
gang,plank,gangplank,0
egg,plant,eggplant,0
house,plant,houseplant,0
breast,plate,breastplate,0
name,plate,nameplate,0
book,plate,bookplate,0
face,plate,faceplate,0
copper,plate,copperplate,0
foot,plate,footplate,0
door,plate,doorplate,0
hot,plate,hotplate,0
tin,plate,tinplate,0
boiler,plate,boilerplate,0
number,plate,numberplate,0
screen,play,screenplay,0
horse,play,horseplay,0
word,play,wordplay,0
sword,play,swordplay,0
ball,player,ballplayer,0
snow,plough,snowplough,0
snow,plow,snowplow,0
ear,plug,earplug,0
fire,plug,fireplug,0
sugar,plum,sugarplum,0
pick,pocket,pickpocket,0
seed,pod,seedpod,0
stand,point,standpoint,0
blue,point,bluepoint,0
check,point,checkpoint,0
pin,point,pinpoint,0
gun,point,gunpoint,0
end,point,endpoint,0
needle,point,needlepoint,0
ball,point,ballpoint,0
view,point,viewpoint,0
mid,point,midpoint,0
slow,poke,slowpoke,0
cow,poke,cowpoke,0
ridge,pole,ridgepole,0
flag,pole,flagpole,0
may,pole,maypole,0
tad,pole,tadpole,0
fish,pond,fishpond,0
mill,pond,millpond,0
whirl,pool,whirlpool,0
over,population,overpopulation,0
sea,port,seaport,0
air,port,airport,0
car,port,carport,0
bed,post,bedpost,0
mile,post,milepost,0
